Customer_Key,Customer_ID,Age,Gender,Occupation,Income_Bracket,Customer_Segment,Account_Type,Risk_Category,Join_Date,Credit_Score
1052,C001052,63,Female,Self-Employed,High,Premium,Savings,Low,2019-10-18,607
1053,C001053,38,Female,Salaried,Low,SME,Savings,Medium,2019-10-24,753
1054,C001054,50,Female,Salaried,Low,Retail,Savings,Medium,2023-10-23,792
1055,C001055,65,Other,Business Owner,Mid,Retail,Current,High,2021-05-22,801
1056,C001056,36,Male,Homemaker,Mid,Retail,Salary,Low,2021-01-21,748
1057,C001057,47,Female,Business Owner,Mid,Corporate,NRI,Medium,2014-04-15,789
1058,C001058,33,Male,Salaried,Low,Retail,Savings,High,2021-09-21,688
1059,C001059,46,Male,Salaried,Mid,Corporate,Savings,Low,2022-03-10,671
1060,C001060,62,Female,Homemaker,Mid,SME,Savings,Medium,2014-11-02,598
1061,C001061,26,Female,Salaried,High,SME,Salary,Medium,2023-10-27,664
1062,C001062,25,Other,Salaried,High,Premium,NRI,Low,2016-06-28,800
1063,C001063,65,Female,Self-Employed,Mid,Premium,Current,High,2014-03-19,556
1064,C001064,69,Male,Business Owner,Mid,Corporate,Savings,Medium,2019-06-29,768
1065,C001065,62,Male,Business Owner,Mid,Retail,Savings,Low,2013-04-16,626
1066,C001066,52,Female,Salaried,Low,Premium,Savings,Low,2023-06-02,728
1067,C001067,24,Male,Salaried,Mid,Retail,Savings,Low,2016-07-01,694
1068,C001068,24,Male,Homemaker,Mid,Retail,Savings,Low,2019-06-17,703
1069,C001069,47,Male,Salaried,High,Retail,Savings,Medium,2020-08-06,670
1070,C001070,38,Male,Business Owner,Low,Retail,Savings,Medium,2023-03-09,673
1071,C001071,31,Male,Business Owner,Mid,Retail,NRI,Low,2023-09-30,699
1072,C001072,23,Male,Business Owner,Mid,Retail,Current,High,2017-03-18,817
1073,C001073,45,Male,Salaried,Mid,Premium,Savings,Low,2017-06-13,550
1074,C001074,32,Male,Salaried,Low,Retail,Savings,Low,2023-07-24,710
1075,C001075,45,Other,Self-Employed,High,Premium,Savings,Low,2021-01-07,793
1076,C001076,56,Male,Retired,Mid,Retail,Current,Medium,2015-03-24,800
1077,C001077,44,Male,Retired,Mid,Premium,Current,Low,2013-11-08,613
1078,C001078,53,Female,Salaried,Low,Premium,Current,Low,2019-08-23,848
1079,C001079,44,Male,Salaried,Mid,Premium,Current,Low,2020-09-29,797
1080,C001080,55,Female,Retired,Mid,Premium,Savings,Medium,2022-04-26,846
1081,C001081,62,Female,Business Owner,Low,Retail,Savings,High,2020-01-14,664
1082,C001082,40,Male,Retired,Low,Corporate,Savings,Low,2015-09-22,844
1083,C001083,23,Male,Salaried,High,Retail,Savings,Low,2014-02-22,550
1084,C001084,23,Female,Self-Employed,Low,Retail,Current,Medium,2020-10-26,590
1085,C001085,36,Female,Business Owner,Low,Premium,Savings,Medium,2021-08-31,722
1086,C001086,42,Male,Business Owner,Mid,Retail,Savings,Low,2016-05-20,637
1087,C001087,56,Female,Self-Employed,Mid,Premium,Savings,High,2022-07-15,647
1088,C001088,26,Male,Salaried,Low,Premium,Salary,Medium,2020-09-03,637
1089,C001089,64,Other,Self-Employed,Mid,Retail,Savings,Low,2019-09-26,800
1090,C001090,48,Male,Salaried,Low,Retail,Current,Medium,2022-01-13,690
1091,C001091,45,Female,Self-Employed,Low,Retail,Savings,High,2014-05-11,620
1092,C001092,28,Female,Homemaker,Low,SME,Savings,Medium,2021-12-06,686
1093,C001093,27,Female,Salaried,High,Premium,Savings,Low,2019-05-08,648
1094,C001094,67,Male,Student,Low,Retail,Current,Low,2021-10-11,700
1095,C001095,54,Male,Salaried,Low,Retail,Savings,Low,2013-06-18,724
1096,C001096,38,Male,Business Owner,Mid,Premium,NRI,Low,2016-11-23,716
1097,C001097,67,Male,Homemaker,High,Corporate,Savings,Medium,2018-12-23,806
1098,C001098,63,Male,Salaried,Low,Retail,Savings,Medium,2017-10-21,773
1099,C001099,51,Female,Salaried,Mid,Retail,Salary,Medium,2020-06-02,614
1100,C001100,29,Male,Self-Employed,Low,Corporate,Savings,High,2017-02-26,618
1101,C001101,61,Male,Salaried,Mid,Retail,Current,Low,2013-10-10,616
1102,C001102,67,Female,Business Owner,Mid,Retail,Current,High,2018-09-04,599
1103,C001103,28,Female,Retired,Mid,SME,Savings,Medium,2020-04-06,640
1104,C001104,27,Female,Self-Employed,Mid,Premium,Current,Low,2016-10-29,664
1105,C001105,25,Other,Salaried,Mid,Retail,Savings,Medium,2013-02-21,606
1106,C001106,22,Male,Self-Employed,Low,Retail,Savings,Low,2022-07-12,567
1107,C001107,36,Male,Business Owner,Mid,Retail,Savings,Medium,2017-09-17,821
1108,C001108,52,Female,Salaried,Low,Retail,NRI,Medium,2022-03-23,679
1109,C001109,46,Female,Self-Employed,Mid,Corporate,Savings,Low,2018-07-01,818
1110,C001110,68,Male,Business Owner,High,Retail,Current,Medium,2014-03-09,629
1111,C001111,54,Female,Business Owner,High,Premium,Salary,Medium,2017-11-11,848
1112,C001112,56,Male,Salaried,High,SME,Savings,Low,2023-10-11,751
1113,C001113,26,Male,Business Owner,Mid,Retail,Savings,Low,2017-01-23,774
1114,C001114,26,Female,Salaried,Mid,Retail,Savings,Low,2020-02-17,708
1115,C001115,57,Female,Salaried,Low,Premium,Savings,Medium,2022-12-31,753
1116,C001116,38,Female,Retired,Mid,SME,Savings,High,2022-04-18,686
1117,C001117,35,Male,Business Owner,Mid,Corporate,Current,High,2018-02-27,622
1118,C001118,50,Female,Salaried,Mid,Retail,Salary,Medium,2020-12-07,597
1119,C001119,29,Male,Salaried,Mid,Premium,Salary,Medium,2014-09-19,567
1120,C001120,55,Male,Salaried,Low,Premium,NRI,Low,2017-11-19,816
1121,C001121,61,Female,Salaried,Mid,SME,NRI,Medium,2014-12-23,568
1122,C001122,22,Female,Salaried,High,Retail,Savings,Low,2021-03-25,649
1123,C001123,50,Female,Salaried,Low,Premium,Current,Low,2018-11-08,665
1124,C001124,57,Female,Self-Employed,Mid,Corporate,NRI,Medium,2023-10-30,623
1125,C001125,58,Female,Business Owner,High,Retail,Savings,Low,2020-04-18,829
1126,C001126,50,Female,Business Owner,Mid,Retail,Salary,Medium,2016-01-12,818
1127,C001127,26,Male,Business Owner,Mid,Retail,Savings,Medium,2019-11-28,674
1128,C001128,53,Male,Salaried,Low,Retail,Current,Low,2022-01-24,665
1129,C001129,45,Male,Homemaker,Mid,Retail,Current,Low,2023-04-25,723
1130,C001130,40,Male,Student,High,SME,Salary,High,2019-01-14,730
1131,C001131,33,Female,Student,Mid,Retail,Savings,Medium,2021-09-08,775
1132,C001132,22,Male,Student,Mid,Retail,Current,Low,2018-06-04,706
1133,C001133,28,Male,Retired,Low,Premium,Savings,Low,2018-03-20,713
1134,C001134,38,Male,Self-Employed,Low,Retail,Savings,Medium,2017-11-20,620
1135,C001135,55,Female,Salaried,High,Retail,Current,Medium,2022-04-06,771
1136,C001136,64,Male,Business Owner,Mid,Premium,Current,Low,2021-03-14,675
1137,C001137,28,Female,Business Owner,Mid,Corporate,Current,Low,2019-08-24,694
1138,C001138,38,Male,Business Owner,Low,Premium,Savings,High,2016-01-05,725
1139,C001139,24,Male,Self-Employed,Mid,Premium,Savings,Medium,2016-08-13,701
1140,C001140,50,Female,Salaried,High,Retail,Current,High,2022-07-21,731
1141,C001141,43,Female,Salaried,Mid,SME,Savings,Medium,2015-10-03,634
1142,C001142,59,Male,Retired,Low,Retail,Savings,High,2022-04-26,670
1143,C001143,64,Female,Self-Employed,Mid,Corporate,Salary,Low,2023-06-26,678
1144,C001144,50,Female,Self-Employed,Mid,Retail,Savings,Medium,2013-12-21,555
1145,C001145,63,Male,Salaried,Mid,SME,Current,Low,2016-02-17,732
1146,C001146,26,Female,Salaried,High,Premium,Savings,Medium,2022-11-21,587
1147,C001147,51,Female,Retired,Mid,Corporate,Savings,Low,2018-01-21,665
1148,C001148,44,Female,Business Owner,High,Retail,Savings,Low,2015-09-26,651
1149,C001149,42,Female,Student,Mid,Retail,Savings,High,2021-06-01,557
1150,C001150,47,Female,Self-Employed,Low,Premium,Savings,High,2018-03-19,767
1151,C001151,68,Female,Business Owner,Mid,Corporate,Savings,Low,2019-05-24,756
1152,C001152,42,Female,Salaried,Low,Retail,Savings,Medium,2019-11-05,627
1153,C001153,41,Female,Business Owner,High,SME,Savings,Low,2020-06-29,604
1154,C001154,44,Female,Self-Employed,Mid,Corporate,Savings,Low,2017-04-02,777
1155,C001155,25,Female,Self-Employed,Mid,Retail,Savings,Medium,2016-10-09,637
1156,C001156,42,Female,Business Owner,Mid,Corporate,Savings,Low,2013-04-28,559
1157,C001157,42,Male,Retired,Low,Premium,Salary,High,2018-07-18,839
1158,C001158,22,Female,Salaried,Mid,Retail,Current,Low,2022-07-18,713
1159,C001159,36,Female,Student,Mid,Retail,Current,Medium,2016-08-24,788
1160,C001160,38,Male,Salaried,Low,Premium,Savings,Medium,2015-01-15,693
1161,C001161,35,Female,Self-Employed,Mid,Premium,Salary,Low,2018-06-21,567
1162,C001162,40,Male,Salaried,Low,Retail,Current,Low,2015-05-19,620
1163,C001163,55,Male,Salaried,Mid,Premium,Current,Medium,2016-12-24,724
1164,C001164,27,Female,Self-Employed,Mid,Premium,Savings,Medium,2021-12-12,837
1165,C001165,66,Male,Salaried,Low,Premium,Salary,Low,2015-11-25,848
1166,C001166,27,Female,Self-Employed,High,Retail,NRI,Medium,2016-10-26,797
1167,C001167,26,Female,Retired,Low,Corporate,NRI,Low,2016-02-20,742
1168,C001168,28,Male,Salaried,Low,Retail,Savings,Low,2022-11-15,817
1169,C001169,54,Male,Student,Low,Retail,Savings,Low,2019-09-08,753
1170,C001170,34,Male,Self-Employed,Mid,Retail,Savings,Low,2020-11-12,672
1171,C001171,22,Female,Business Owner,Mid,Retail,Savings,Medium,2022-11-14,607
1172,C001172,34,Other,Salaried,Mid,Corporate,NRI,Medium,2016-02-06,750
1173,C001173,64,Female,Salaried,Low,Retail,Savings,High,2019-03-27,661
1174,C001174,48,Male,Salaried,Low,Premium,Savings,Medium,2013-02-11,677
1175,C001175,28,Female,Salaried,Mid,Retail,Savings,High,2018-10-18,585
1176,C001176,24,Female,Salaried,High,Retail,Savings,Medium,2023-08-20,783
1177,C001177,46,Female,Business Owner,High,SME,Savings,Medium,2015-02-22,596
1178,C001178,54,Male,Retired,Low,Corporate,Current,High,2013-12-17,664
1179,C001179,61,Female,Student,Mid,Retail,Current,Medium,2015-09-16,804
1180,C001180,38,Female,Business Owner,High,Premium,Savings,Low,2021-01-28,772
1181,C001181,66,Female,Salaried,Mid,Retail,Savings,Medium,2017-07-23,673
1182,C001182,35,Male,Salaried,High,Retail,Savings,High,2018-06-25,709
1183,C001183,58,Female,Salaried,Low,Corporate,Savings,Medium,2019-03-25,645
1184,C001184,44,Female,Salaried,High,Corporate,Current,Medium,2021-07-03,656
1185,C001185,45,Male,Self-Employed,Mid,Retail,Current,Medium,2015-09-12,669
1186,C001186,50,Female,Self-Employed,High,SME,Current,High,2020-09-29,650
1187,C001187,59,Female,Salaried,Mid,Premium,Current,Low,2018-05-05,652
1188,C001188,48,Male,Salaried,Mid,Retail,Savings,Medium,2020-03-30,715
1189,C001189,59,Male,Student,High,Premium,Salary,Low,2020-12-25,735
1190,C001190,61,Female,Student,Low,Premium,NRI,Medium,2018-07-04,581
1191,C001191,66,Male,Salaried,Mid,Premium,Salary,Medium,2018-01-10,615
1192,C001192,44,Female,Retired,Mid,Retail,Savings,Low,2021-11-22,728
1193,C001193,52,Male,Homemaker,Mid,Premium,Salary,Low,2013-03-12,816
1194,C001194,57,Female,Salaried,High,Retail,NRI,Medium,2014-01-17,586
1195,C001195,38,Male,Salaried,Low,Corporate,NRI,Low,2016-04-20,750
1196,C001196,58,Female,Self-Employed,Mid,Premium,Savings,Low,2015-06-27,598
1197,C001197,24,Female,Retired,Mid,Retail,Current,Medium,2017-07-15,824
1198,C001198,57,Female,Retired,Low,Corporate,Salary,Low,2020-10-04,717
1199,C001199,26,Female,Salaried,Mid,SME,Current,Low,2015-09-24,812
1200,C001200,67,Male,Salaried,Low,SME,Current,High,2016-06-08,682
1201,C001201,36,Female,Self-Employed,Mid,Retail,Salary,Low,2020-06-12,847
1202,C001202,27,Male,Self-Employed,High,Retail,Savings,Low,2019-07-11,725
1203,C001203,31,Male,Salaried,Mid,Premium,Current,Medium,2017-02-20,560
1204,C001204,53,Male,Retired,Mid,Retail,Savings,Medium,2018-04-23,750
1205,C001205,44,Male,Business Owner,High,SME,Salary,High,2019-03-18,846
1206,C001206,69,Female,Student,Mid,Retail,Savings,High,2018-12-15,552
1207,C001207,38,Female,Retired,High,Retail,Savings,Medium,2016-11-09,763
1208,C001208,67,Male,Business Owner,Mid,Retail,Current,Low,2017-10-09,845
1209,C001209,41,Male,Self-Employed,High,Retail,Current,Low,2021-05-14,581
1210,C001210,65,Other,Business Owner,Low,Corporate,Current,Low,2019-03-05,597
1211,C001211,62,Male,Salaried,High,Retail,Salary,Low,2016-09-16,801
1212,C001212,36,Male,Business Owner,Low,Retail,Salary,Medium,2016-12-12,748
1213,C001213,65,Male,Salaried,Mid,Retail,Savings,Medium,2020-11-18,638
1214,C001214,67,Female,Business Owner,Mid,Premium,Savings,Low,2018-02-02,658
1215,C001215,43,Female,Salaried,Mid,Retail,Savings,Medium,2016-01-15,840
1216,C001216,27,Male,Salaried,Mid,Premium,Savings,Low,2016-06-09,657
1217,C001217,25,Male,Salaried,Mid,Premium,Savings,Low,2015-10-27,589
1218,C001218,44,Female,Salaried,Mid,Premium,Salary,Medium,2015-08-03,601
1219,C001219,65,Female,Business Owner,Low,SME,NRI,Low,2014-05-10,661
1220,C001220,66,Male,Business Owner,Low,SME,Savings,Low,2021-02-02,844
1221,C001221,40,Female,Self-Employed,Low,SME,Savings,Low,2015-02-28,617
1222,C001222,66,Male,Salaried,Mid,Retail,Current,Low,2016-07-16,738
1223,C001223,52,Male,Salaried,Low,Retail,Savings,Medium,2014-05-05,758
1224,C001224,65,Female,Salaried,Mid,Retail,Savings,High,2021-05-01,614
1225,C001225,24,Male,Salaried,Mid,Corporate,NRI,Low,2019-01-04,611
1226,C001226,49,Female,Retired,Low,SME,Salary,Low,2023-08-31,807
1227,C001227,24,Male,Salaried,Mid,Corporate,Savings,Medium,2021-07-19,683
1228,C001228,35,Male,Salaried,High,Retail,NRI,High,2020-09-27,671
1229,C001229,39,Other,Salaried,Low,SME,Savings,Low,2015-01-29,720
1230,C001230,48,Male,Salaried,Mid,Retail,Current,Low,2015-02-24,759
1231,C001231,31,Female,Self-Employed,Mid,Retail,Savings,Medium,2015-06-06,845
1232,C001232,36,Male,Business Owner,Mid,Retail,Savings,Medium,2021-04-14,638
1233,C001233,40,Male,Salaried,Mid,Retail,Salary,Low,2018-06-07,716
1234,C001234,30,Male,Salaried,Mid,Premium,Savings,Medium,2016-02-07,577
1235,C001235,25,Female,Salaried,Mid,Retail,Current,Low,2021-02-15,787
1236,C001236,36,Male,Salaried,Low,Retail,Savings,Medium,2019-08-12,612
1237,C001237,69,Female,Salaried,Mid,Premium,Savings,Medium,2023-12-15,804
1238,C001238,29,Male,Homemaker,Mid,Corporate,Savings,High,2021-07-11,590
1239,C001239,22,Female,Business Owner,Low,Premium,Savings,Low,2018-11-19,578
1240,C001240,28,Male,Self-Employed,Mid,Retail,Current,Low,2019-09-11,828
1241,C001241,52,Female,Self-Employed,High,Corporate,Savings,Low,2016-03-05,629
1242,C001242,39,Female,Self-Employed,Mid,SME,Current,High,2023-12-31,600
1243,C001243,33,Female,Self-Employed,Mid,Retail,Current,Low,2014-02-16,661
1244,C001244,69,Female,Business Owner,High,Premium,Current,Low,2022-05-04,639
1245,C001245,51,Female,Business Owner,Mid,Retail,Savings,Low,2015-03-07,778
1246,C001246,54,Female,Salaried,Mid,Retail,Salary,Medium,2016-04-28,699
1247,C001247,68,Male,Self-Employed,Mid,Premium,Savings,Low,2015-07-21,792
1248,C001248,28,Male,Self-Employed,High,Corporate,Savings,Low,2017-01-18,687
1249,C001249,49,Female,Retired,Mid,Retail,Savings,Low,2015-01-05,684
1250,C001250,24,Female,Business Owner,Mid,Corporate,Savings,High,2016-05-23,638
1251,C001251,64,Female,Self-Employed,Mid,Corporate,Savings,Medium,2013-02-27,564
1252,C001252,27,Male,Salaried,High,SME,Current,Medium,2020-12-10,723
1253,C001253,52,Male,Business Owner,Mid,Retail,Savings,High,2018-12-28,639
1254,C001254,59,Male,Salaried,Low,SME,Savings,High,2014-06-03,762
1255,C001255,36,Female,Salaried,High,Retail,Current,Low,2016-01-29,610
1256,C001256,28,Male,Salaried,Mid,Premium,Savings,High,2013-07-06,769
1257,C001257,64,Male,Business Owner,Low,Retail,Savings,Low,2023-12-05,610
1258,C001258,51,Male,Salaried,Mid,Retail,Savings,Low,2013-08-12,715
1259,C001259,48,Male,Salaried,Mid,Premium,Current,High,2019-03-17,561
1260,C001260,38,Female,Retired,High,Retail,Savings,Low,2016-04-11,765
1261,C001261,39,Male,Salaried,Low,Retail,Savings,Low,2020-10-27,626
1262,C001262,43,Female,Self-Employed,High,Retail,Savings,Low,2023-08-03,781
1263,C001263,47,Male,Self-Employed,Mid,Premium,Current,Medium,2014-06-02,661
1264,C001264,48,Male,Salaried,Low,Retail,Current,Low,2020-02-26,615
1265,C001265,61,Male,Student,High,Corporate,NRI,Medium,2022-09-28,731
1266,C001266,45,Male,Salaried,Mid,Retail,Savings,High,2021-06-11,753
1267,C001267,29,Male,Self-Employed,Low,Retail,Savings,Medium,2018-07-04,755
1268,C001268,42,Male,Self-Employed,Mid,Retail,Savings,Low,2014-02-25,835
1269,C001269,50,Female,Business Owner,High,Retail,Savings,High,2022-10-15,654
1270,C001270,64,Male,Business Owner,Mid,Retail,Savings,Low,2013-02-20,791
1271,C001271,42,Female,Salaried,Low,Retail,Savings,Low,2019-06-10,784
1272,C001272,24,Female,Salaried,Low,SME,Savings,Low,2016-03-10,725
1273,C001273,52,Female,Business Owner,Low,Premium,Current,Medium,2018-04-07,760
1274,C001274,48,Male,Self-Employed,Mid,Retail,Savings,Low,2018-05-15,580
1275,C001275,67,Male,Student,Mid,Retail,Current,Low,2017-12-10,784
1276,C001276,48,Male,Student,Low,Corporate,Savings,Low,2016-10-27,791
1277,C001277,30,Male,Student,Low,Retail,Savings,Low,2015-01-26,702
1278,C001278,54,Other,Self-Employed,Mid,Retail,Savings,Medium,2023-10-30,745
1279,C001279,54,Male,Salaried,High,Corporate,Savings,Medium,2013-07-30,818
1280,C001280,47,Male,Student,Mid,Premium,Savings,Medium,2015-11-01,719
1281,C001281,49,Female,Self-Employed,High,Premium,Savings,Low,2023-07-22,781
1282,C001282,65,Female,Salaried,Mid,Retail,Salary,Low,2022-08-31,733
1283,C001283,64,Female,Retired,Low,Retail,Current,High,2018-05-11,824
1284,C001284,52,Male,Retired,High,Premium,Savings,Low,2014-04-13,581
1285,C001285,22,Male,Self-Employed,Mid,Retail,NRI,High,2022-03-22,726
1286,C001286,41,Male,Salaried,Mid,Premium,Current,Low,2013-09-25,614
1287,C001287,33,Male,Salaried,High,Premium,Current,High,2017-06-30,747
1288,C001288,38,Male,Student,Low,Retail,NRI,Low,2018-07-08,576
1289,C001289,36,Male,Retired,Low,SME,Savings,Low,2013-10-31,700
1290,C001290,55,Male,Salaried,Mid,Corporate,Savings,Medium,2019-06-22,817
1291,C001291,37,Male,Salaried,Low,Premium,Savings,Medium,2020-01-23,634
1292,C001292,25,Male,Retired,Low,Retail,Savings,Low,2020-09-12,615
1293,C001293,29,Female,Salaried,Low,Retail,Savings,Medium,2013-08-08,682
1294,C001294,55,Female,Self-Employed,Low,Retail,Current,Medium,2014-09-14,631
1295,C001295,67,Female,Homemaker,Mid,Retail,Salary,Low,2014-09-04,647
1296,C001296,46,Male,Salaried,Low,SME,Salary,Low,2022-02-05,622
1297,C001297,36,Male,Business Owner,Mid,Retail,NRI,Low,2019-04-25,579
1298,C001298,49,Male,Salaried,Mid,Retail,NRI,Low,2023-08-24,674
1299,C001299,30,Female,Salaried,Mid,Retail,Salary,Medium,2016-05-29,759
1300,C001300,23,Female,Student,Low,Premium,Savings,Low,2013-12-15,821
1301,C001301,38,Male,Self-Employed,Mid,Retail,Savings,Low,2015-10-14,762
1302,C001302,31,Female,Homemaker,Low,Retail,Savings,Low,2014-05-01,682
1303,C001303,30,Male,Self-Employed,Mid,Retail,NRI,Medium,2019-04-05,706
1304,C001304,52,Female,Salaried,High,Corporate,Savings,Low,2021-07-29,596
1305,C001305,23,Female,Salaried,Mid,Retail,Current,Low,2017-09-01,571
1306,C001306,45,Female,Salaried,Mid,SME,Savings,Low,2019-10-20,632
1307,C001307,40,Female,Salaried,Mid,Corporate,Savings,High,2019-09-08,783
1308,C001308,38,Female,Salaried,Mid,Retail,Current,Low,2021-11-13,609
1309,C001309,64,Male,Salaried,High,Corporate,Savings,Medium,2019-12-09,737
1310,C001310,31,Female,Self-Employed,High,Retail,Savings,Low,2015-07-14,607
1311,C001311,49,Male,Business Owner,Mid,SME,Savings,Low,2021-09-13,808
1312,C001312,59,Female,Business Owner,Mid,Premium,Savings,Medium,2018-11-11,711
1313,C001313,69,Female,Business Owner,High,Retail,Current,Low,2017-04-08,551
1314,C001314,49,Female,Salaried,High,Retail,Savings,High,2018-01-20,820
1315,C001315,22,Male,Salaried,Mid,Retail,Current,High,2023-03-11,692
1316,C001316,24,Female,Business Owner,Mid,SME,Savings,Medium,2017-12-19,737
1317,C001317,36,Female,Self-Employed,Low,Retail,NRI,Medium,2016-05-02,773
1318,C001318,31,Female,Salaried,High,Premium,Savings,Low,2022-08-25,729
1319,C001319,42,Male,Student,Low,Retail,Current,Low,2019-08-08,572
1320,C001320,58,Male,Student,Mid,SME,Current,High,2017-10-23,586
1321,C001321,36,Male,Self-Employed,Low,Retail,Savings,Medium,2016-06-04,656
1322,C001322,44,Male,Salaried,Low,Premium,NRI,Medium,2019-05-19,846
1323,C001323,35,Female,Student,Mid,Retail,Current,Low,2019-12-19,778
1324,C001324,36,Male,Self-Employed,High,Premium,Savings,Low,2013-09-04,646
1325,C001325,31,Female,Student,Low,Retail,Savings,High,2019-11-03,830
1326,C001326,30,Male,Student,Mid,Retail,Salary,Low,2023-10-08,659
1327,C001327,65,Male,Student,Low,Retail,Current,Low,2021-04-20,586
1328,C001328,60,Female,Self-Employed,Low,Premium,Savings,Low,2014-02-11,589
1329,C001329,26,Female,Salaried,Mid,Retail,Savings,Medium,2023-08-18,634
1330,C001330,46,Male,Business Owner,Mid,Premium,NRI,Low,2021-07-22,737
1331,C001331,63,Female,Business Owner,Low,Retail,Current,Medium,2015-05-02,789
1332,C001332,47,Female,Business Owner,Mid,Corporate,Current,Low,2020-01-07,568
1333,C001333,29,Male,Salaried,Low,SME,Savings,High,2015-05-15,810
1334,C001334,43,Other,Salaried,Mid,Premium,Current,Medium,2015-12-20,707
1335,C001335,46,Female,Retired,High,Retail,Savings,Low,2020-05-29,661
1336,C001336,69,Female,Business Owner,High,Retail,Savings,Medium,2013-11-29,693
1337,C001337,33,Male,Retired,Mid,Retail,Current,Low,2014-10-06,805
1338,C001338,30,Female,Student,Mid,Retail,Salary,Low,2015-09-10,567
1339,C001339,31,Male,Self-Employed,High,Premium,Savings,High,2014-12-13,733
1340,C001340,69,Male,Business Owner,Low,Premium,Savings,Low,2019-03-11,836
1341,C001341,31,Male,Retired,High,SME,Current,Low,2013-11-04,680
1342,C001342,30,Male,Self-Employed,High,Retail,Savings,Low,2014-10-04,830
1343,C001343,47,Female,Business Owner,Low,Premium,NRI,Low,2013-01-11,794
1344,C001344,56,Female,Salaried,Low,Retail,Current,High,2017-08-01,557
1345,C001345,48,Female,Self-Employed,High,Premium,Savings,Low,2018-01-20,742
1346,C001346,52,Male,Business Owner,Mid,Retail,Salary,High,2020-09-24,556
1347,C001347,40,Male,Salaried,Low,Retail,Current,High,2019-08-30,685
1348,C001348,64,Male,Salaried,Low,Retail,NRI,Low,2018-04-09,568
1349,C001349,59,Other,Salaried,Mid,Premium,Current,Low,2016-04-07,688
1350,C001350,27,Male,Salaried,Mid,SME,NRI,High,2013-05-14,726
1351,C001351,36,Female,Salaried,Mid,Retail,Savings,Low,2015-08-07,560
1352,C001352,50,Female,Self-Employed,High,Retail,Savings,Low,2016-03-26,590
1353,C001353,68,Male,Retired,Low,Retail,NRI,Low,2020-12-05,663
1354,C001354,66,Female,Self-Employed,Mid,Premium,Savings,Medium,2016-03-04,729
1355,C001355,26,Male,Salaried,Mid,Retail,Savings,Medium,2020-11-19,743
1356,C001356,35,Female,Salaried,Mid,Corporate,Current,Low,2022-08-22,745
1357,C001357,23,Female,Business Owner,Low,SME,NRI,Low,2018-02-03,774
1358,C001358,44,Male,Salaried,High,SME,Savings,High,2013-10-19,810
1359,C001359,65,Male,Student,High,Retail,NRI,Medium,2020-09-16,665
1360,C001360,67,Female,Business Owner,Mid,Corporate,Current,Medium,2015-08-15,699
1361,C001361,40,Female,Student,Mid,Premium,Savings,Medium,2023-05-13,667
1362,C001362,45,Male,Salaried,Low,Retail,NRI,Low,2015-12-20,714
1363,C001363,41,Female,Business Owner,Mid,Premium,Savings,Medium,2021-11-01,801
1364,C001364,68,Female,Salaried,Mid,Corporate,Savings,Low,2021-11-15,816
1365,C001365,48,Female,Retired,Mid,Retail,Savings,Low,2020-01-05,593
1366,C001366,45,Male,Business Owner,High,Retail,Savings,Medium,2019-08-13,730
1367,C001367,38,Female,Salaried,Mid,Retail,Savings,Low,2020-06-01,626
1368,C001368,46,Female,Salaried,Mid,Premium,NRI,High,2022-01-06,665
1369,C001369,67,Male,Salaried,Mid,Retail,Current,Low,2023-06-22,616
1370,C001370,52,Male,Business Owner,Low,SME,Current,High,2015-03-22,562
1371,C001371,49,Female,Salaried,Mid,Premium,Current,High,2017-10-08,641
1372,C001372,49,Male,Self-Employed,Mid,Premium,Savings,Low,2014-04-16,795
1373,C001373,43,Female,Salaried,Mid,Retail,Savings,Medium,2019-02-09,816
1374,C001374,26,Male,Business Owner,Mid,Premium,NRI,Low,2015-07-10,688
1375,C001375,65,Male,Student,Mid,Retail,Savings,High,2020-04-06,793
1376,C001376,63,Female,Student,Mid,Retail,Savings,Low,2014-09-03,822
1377,C001377,29,Male,Student,Mid,Premium,Current,Medium,2023-03-10,740
1378,C001378,59,Male,Salaried,Mid,Retail,Savings,Low,2015-12-25,646
1379,C001379,49,Male,Salaried,High,Premium,NRI,Low,2022-04-09,754
1380,C001380,68,Female,Business Owner,Low,Retail,Savings,Low,2014-08-06,686
1381,C001381,33,Male,Salaried,Low,Retail,Savings,Low,2013-10-20,626
1382,C001382,46,Male,Self-Employed,Mid,Retail,Savings,Medium,2013-09-02,586
1383,C001383,59,Female,Salaried,Low,SME,Current,Medium,2014-11-11,835
1384,C001384,65,Male,Salaried,Low,Premium,Savings,Medium,2021-11-21,684
1385,C001385,36,Female,Salaried,Mid,Premium,Savings,Low,2016-06-13,691
1386,C001386,65,Male,Retired,Mid,Retail,NRI,Low,2019-09-04,803
1387,C001387,62,Female,Salaried,Mid,Retail,Salary,Low,2021-05-26,597
1388,C001388,55,Male,Self-Employed,High,SME,Savings,Medium,2022-03-31,804
1389,C001389,66,Female,Salaried,Mid,Retail,Savings,High,2019-05-21,683
1390,C001390,34,Male,Business Owner,High,Retail,Savings,Low,2023-05-02,839
1391,C001391,29,Male,Salaried,Low,Premium,Salary,Low,2016-03-28,757
1392,C001392,34,Male,Retired,Mid,Retail,Salary,Low,2017-12-04,650
1393,C001393,57,Male,Retired,High,Corporate,Savings,Medium,2014-05-25,595
1394,C001394,27,Male,Salaried,Mid,Premium,Current,Medium,2018-04-04,619
